case_group,schema,name1,name2,is_match,quality,category,notes
synth_companies,Company,"Bowne Localization, Inc.","Bowne Global Solutions, Inc.",false,MEDIUM,LLM-proposed deviation,line-of-business token swap
synth_companies,Company,"Mendez, B.V.B.A","Mendez Nederland, B.V.",false,MEDIUM,LLM-proposed deviation,country-token addition
synth_companies,Company,"Mendez, Denmark A/S",Mendez Norge A/S,false,MEDIUM,LLM-proposed deviation,country-token swap
synth_companies,Company,"L & H Sweden, AB","L & H Mendez Sweden, AB",false,WEAK,LLM-proposed deviation,brand-token addition mid-name
synth_companies,Company,"L & H Editions, S.A.","L & H Linguex, S.A.",false,MEDIUM,LLM-proposed deviation,brand-token swap
synth_companies,Company,"Bowne Global Solutions Denmark, A/S",Bowne Global Solutions II Denmark A/S,false,MEDIUM,LLM-proposed deviation,II series marker addition
synth_companies,Company,Bowne Global Solutions II France S.A.S.,"Bowne Global Solutions (France), S.A.R.L.",false,MEDIUM,LLM-proposed deviation,II marker + entity-form swap same country
synth_companies,Company,Blackstone Real Estate Partners V L.P.,Blackstone Real Estate Partners VI L.P.,true,MEDIUM,LLM-proposed deviation,Roman-numeral vintage swap (PE fund series)
synth_companies,Company,Blackstone Real Estate Partners IV L.P.,Blackstone Real Estate Partners V L.P.,true,MEDIUM,LLM-proposed deviation,Roman-numeral vintage swap
synth_companies,Company,Blackstone Capital Partners VII L.P.,Blackstone Capital Partners VIII L.P.,true,MEDIUM,LLM-proposed deviation,Roman-numeral vintage swap
synth_companies,Company,KKR Asian Fund III L.P.,KKR Asian Fund IV L.P.,true,MEDIUM,LLM-proposed deviation,Roman-numeral vintage swap
synth_companies,Company,KKR North America Fund XII L.P.,KKR North America Fund XIII L.P.,true,MEDIUM,LLM-proposed deviation,Roman-numeral vintage swap (XII/XIII)
synth_companies,Company,Apollo Investment Fund VIII L.P.,Apollo Investment Fund IX L.P.,false,MEDIUM,LLM-proposed deviation,Roman-numeral vintage swap (VIII/IX)
synth_companies,Company,Carlyle Partners VII L.P.,Carlyle Partners VIII L.P.,true,MEDIUM,LLM-proposed deviation,Roman-numeral vintage swap
synth_companies,Company,Bain Capital Fund X L.P.,Bain Capital Fund XI L.P.,true,MEDIUM,LLM-proposed deviation,Roman-numeral vintage swap (X/XI)
synth_companies,Company,Goldman Sachs Capital Partners V L.P.,Goldman Sachs Capital Partners VI L.P.,true,MEDIUM,LLM-proposed deviation,Roman-numeral vintage swap
synth_companies,Company,Goldman Sachs Mortgage Loan Trust 2004-1,Goldman Sachs Mortgage Loan Trust 2004-2,true,MEDIUM,LLM-proposed deviation,SPV trust series suffix swap (-1/-2)
synth_companies,Company,Goldman Sachs Mortgage Loan Trust 2004-1,Goldman Sachs Mortgage Loan Trust 2005-1,true,MEDIUM,LLM-proposed deviation,SPV trust vintage-year swap
synth_companies,Company,Citigroup Mortgage Loan Trust 2007-AHL1,Citigroup Mortgage Loan Trust 2007-AHL2,true,MEDIUM,LLM-proposed deviation,SPV trust tranche-marker swap
synth_companies,Company,Bear Stearns Asset Backed Securities Trust 2006-2,Bear Stearns Asset Backed Securities Trust 2007-2,true,MEDIUM,LLM-proposed deviation,SPV trust vintage swap
synth_companies,Company,Wells Fargo Mortgage Backed Securities Trust 2005-AR16,Wells Fargo Mortgage Backed Securities Trust 2006-AR16,true,MEDIUM,LLM-proposed deviation,SPV trust vintage swap
synth_companies,Company,JPMorgan Mortgage Trust Series 2007-1,JPMorgan Mortgage Trust Series 2007-2,true,MEDIUM,LLM-proposed deviation,SPV trust series-suffix swap
synth_companies,Company,Citigroup Capital Trust I,Citigroup Capital Trust II,true,MEDIUM,LLM-proposed deviation,Roman-numeral series swap (capital-trust shelf)
synth_companies,Company,Citigroup Capital Trust XV,Citigroup Capital Trust XX,true,MEDIUM,LLM-proposed deviation,Roman-numeral series swap (XV/XX)
synth_companies,Company,ICBC (Asia) Limited,ICBC (London) plc,false,MEDIUM,LLM-proposed deviation,jurisdiction-paren swap + form change
synth_companies,Company,Bank of China (Hong Kong) Limited,Bank of China (Singapore) Limited,false,MEDIUM,LLM-proposed deviation,jurisdiction-paren swap (HK/SG)
synth_companies,Company,Bank of China (Hong Kong) Limited,Bank of China (Australia) Limited,false,MEDIUM,LLM-proposed deviation,jurisdiction-paren swap (HK/AU)
synth_companies,Company,CCB International Capital Corporation Limited,CCB International (Holdings) Limited,false,MEDIUM,LLM-proposed deviation,structural-token swap (Capital Corp / Holdings)
synth_companies,Company,Mitsubishi UFJ Trust and Banking Corporation,Mitsubishi UFJ Lease and Finance Corporation,false,MEDIUM,LLM-proposed deviation,line-of-business mid-name swap (Trust/Lease)
synth_companies,Company,Sumitomo Mitsui Trust Bank Limited,Sumitomo Mitsui Banking Corporation,false,MEDIUM,LLM-proposed deviation,structural-token swap (Trust Bank / Banking)
synth_companies,Company,Mizuho Securities Co. Ltd.,Mizuho Trust & Banking Co. Ltd.,false,MEDIUM,LLM-proposed deviation,line-of-business mid-name swap (Securities/Trust & Banking)
synth_companies,Company,Banco Santander S.A.,Banco Santander México S.A.,false,WEAK,LLM-proposed deviation,country-token addition mid-name
synth_companies,Company,Banco Santander S.A.,Banco Santander Chile S.A.,false,WEAK,LLM-proposed deviation,country-token addition mid-name
synth_companies,Company,Banco Santander México S.A.,Banco Santander Chile S.A.,false,MEDIUM,LLM-proposed deviation,sister-country-sub swap
synth_companies,Company,BNP Paribas Securities Services,BNP Paribas Personal Finance,false,MEDIUM,LLM-proposed deviation,line-of-business swap (Securities/Personal Finance)
synth_people,Person,Elon Mosk,Elon Musk,true,MEDIUM,LLM-proposed deviation,surname single-char sub (vowel)
synth_people,Person,Mark Zuckermann,Mark Zuckerberg,false,STRONG,LLM-proposed deviation,surname swap to plausible-alt German-Jewish surname
synth_people,Person,Jeff Brezos,Jeff Bezos,true,MEDIUM,LLM-proposed deviation,surname single-char insertion
synth_people,Person,Bill Cates,Bill Gates,true,MEDIUM,LLM-proposed deviation,surname swap (Cates is real English surname)
synth_people,Person,Larry Allison,Larry Ellison,true,MEDIUM,LLM-proposed deviation,surname swap (Allison is real surname)
synth_people,Person,Tom Cook,Tim Cook,true,MEDIUM,LLM-proposed deviation,given-name sub
synth_people,Person,Tim Cock,Tim Cook,true,MEDIUM,LLM-proposed deviation,last name swap
synth_people,Person,Sandeep Pichai,Sundar Pichai,false,MEDIUM,LLM-proposed deviation,given-name sub (Sandeep is common Indian)
synth_people,Person,Satya Nandela,Satya Nadella,true,MEDIUM,LLM-proposed deviation,surname swap to plausible-alt Indian surname
synth_people,Person,Harry Page,Larry Page,true,MEDIUM,LLM-proposed deviation,given-name sub
synth_people,Person,Jansen Huang,Jensen Huang,true,MEDIUM,LLM-proposed deviation,given-name sub (Jansen is Dutch)
synth_people,Person,Lionel Bessi,Lionel Messi,true,MEDIUM,LLM-proposed deviation,surname swap (Bessi is real Italian surname)
synth_people,Person,Cristiano Ronaldinho,Cristiano Ronaldo,false,MEDIUM,LLM-proposed deviation,surname collision with real different Brazilian footballer
synth_people,Person,Kylian Mbembe,Kylian Mbappé,false,MEDIUM,LLM-proposed deviation,surname collision with real Cameroonian philosopher Achille Mbembe
synth_people,Person,Roger Federman,Roger Federer,false,MEDIUM,LLM-proposed deviation,surname swap to plausible-alt
synth_people,Person,Selena Williams,Serena Williams,true,MEDIUM,LLM-proposed deviation,given-name sub
synth_people,Person,Tom Brody,Tom Brady,true,MEDIUM,LLM-proposed deviation,surname single-char sub (Brody is real surname)
synth_people,Person,LeBron Jones,LeBron James,true,MEDIUM,LLM-proposed deviation,surname swap (both common)
synth_people,Person,Michael Jorgan,Michael Jordan,true,MEDIUM,LLM-proposed deviation,surname single-char sub
synth_people,Person,Tigran Woods,Tiger Woods,false,MEDIUM,LLM-proposed deviation,given-name swap (Tigran is Armenian)
synth_people,Person,Rafael Nadar,Rafael Nadal,true,MEDIUM,LLM-proposed deviation,surname swap (Nadar is real Tamil surname)
synth_people,Person,Boris Abramovich,Roman Abramovich,false,STRONG,LLM-proposed deviation,given-name sub
synth_people,Person,Mikhail Khordorovsky,Mikhail Khodorkovsky,true,MEDIUM,LLM-proposed deviation,surname syllable rearrangement
synth_people,Person,Igor Sechev,Igor Sechin,true,MEDIUM,LLM-proposed deviation,surname-suffix swap -in/-ev
synth_people,Person,Alisher Asilov,Alisher Usmanov,false,MEDIUM,LLM-proposed deviation,surname swap to plausible-alt Uzbek
synth_people,Person,Dmitry Mendeleev,Dmitry Medvedev,false,MEDIUM,LLM-proposed deviation,surname collision with real chemist Mendeleev
synth_people,Person,Andrei Navalny,Alexei Navalny,false,MEDIUM,LLM-proposed deviation,given-name sub
synth_people,Person,Sergey Prigozhin,Yevgeny Prigozhin,false,MEDIUM,LLM-proposed deviation,given-name sub
synth_people,Person,Boris Vekselberg,Viktor Vekselberg,false,MEDIUM,LLM-proposed deviation,given-name sub
synth_people,Person,Igor Deripaska,Oleg Deripaska,false,MEDIUM,LLM-proposed deviation,given-name sub
synth_people,Person,Viktor Yakunin,Vladimir Yakunin,false,MEDIUM,LLM-proposed deviation,given-name sub
synth_people,Person,Hugo Chacón,Hugo Chávez,false,MEDIUM,LLM-proposed deviation,surname swap (Chacón is real Spanish surname)
synth_people,Person,Fernando Castro,Fidel Castro,false,MEDIUM,LLM-proposed deviation,given-name sub
synth_people,Person,Raúl Castillo,Raúl Castro,false,MEDIUM,LLM-proposed deviation,surname swap (Castillo is real Spanish)
synth_people,Person,Daniel Ortiz,Daniel Ortega,false,MEDIUM,LLM-proposed deviation,surname swap (Ortiz is real Spanish)
synth_people,Person,Evo Morillo,Evo Morales,false,MEDIUM,LLM-proposed deviation,surname swap (Morillo is real Spanish)
synth_people,Person,Hugo Beltrán,Hugo Banzer,false,MEDIUM,LLM-proposed deviation,surname swap (Beltrán is real Spanish)
synth_people,Person,Augusto Pinosa,Augusto Pinochet,false,MEDIUM,LLM-proposed deviation,surname truncation/sub
synth_people,Person,Carlos Saldívar,Carlos Salinas,false,MEDIUM,LLM-proposed deviation,surname swap (Saldívar is real Mexican)
synth_people,Person,Luis Echegaray,Luis Echeverría,false,MEDIUM,LLM-proposed deviation,surname swap (Echegaray is real Spanish — Nobel laureate)
synth_people,Person,Roberto Fox,Vicente Fox,false,MEDIUM,LLM-proposed deviation,given-name sub
synth_people,Person,Lee Kuan Hsien,Lee Kuan Yew,false,MEDIUM,LLM-proposed deviation,given-name final-syllable sub (real Chinese name)
synth_people,Person,Mahir Mohamad,Mahathir Mohamad,false,MEDIUM,LLM-proposed deviation,given-name truncation/sub (Mahir is distinct Arabic name)
synth_people,Person,Chen Kai-shek,Chiang Kai-shek,false,MEDIUM,LLM-proposed deviation,surname swap (Chen and Chiang both real Chinese)
synth_people,Person,Sukamto,Sukarno,true,MEDIUM,LLM-proposed deviation,surname swap to plausible-alt Indonesian
synth_people,Person,Ferdinand Marquez,Ferdinand Marcos,false,MEDIUM,LLM-proposed deviation,surname swap (Marquez is real Spanish-Filipino)
synth_people,Person,Park Joon-hee,Park Chung-hee,false,MEDIUM,LLM-proposed deviation,given-name sub (real Korean name)
synth_people,Person,Aung San Suu Win,Aung San Suu Kyi,false,MEDIUM,LLM-proposed deviation,surname swap (Win is real Burmese)
synth_people,Person,Imran Khaja,Imran Khan,true,MEDIUM,LLM-proposed deviation,surname swap (Khaja is real Pakistani)
synth_people,Person,Pervez Musafir,Pervez Musharraf,false,MEDIUM,LLM-proposed deviation,surname swap (Musafir is real Arabic-origin)
synth_people,Person,Indira Gokhale,Indira Gandhi,false,MEDIUM,LLM-proposed deviation,surname swap (Gokhale is real Indian — historical politician)
synth_people,Person,BARZAN IBRAHIM HASSAN AL-MOSULI,BARZAN IBRAHIM HASSAN AL-TIKRITI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap (al-Tikriti/al-Mosuli)
synth_people,Person,AYMAN SABAWI IBRAHIM HASAN AL-DULAIMI,AYMAN SABAWI IBRAHIM HASAN AL-TIKRITI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,KHAWLA BARZAN IBRAHIM HASAN AL-MASHHADANI,KHAWLA BARZAN IBRAHIM HASAN AL-TIKRITI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,ALI SADDAM HUSSEIN AL-RAWI,ALI SADDAM HUSSEIN AL-TIKRITI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,JAMAL MUSTAFA ABDALLAH SULTAN AL-DULAIMI,JAMAL MUSTAFA ABDALLAH SULTAN AL-TIKRITI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,WATBAN IBRAHIM HASSAN AL-MOSULI,WATBAN IBRAHIM HASSAN AL-TIKRITI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,RAFI ABD-AL-LATIF TILFAH AL-DULAIMI,RAFI ABD-AL-LATIF TILFAH AL-TIKRITI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,HANI ABD-AL-LATIF TILFAH AL-RAWI,HANI ABD-AL-LATIF TILFAH AL-TIKRITI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,MOHAMMAD BARZAN IBRAHIM HASAN AL-MOSULI,MOHAMMAD BARZAN IBRAHIM HASAN AL-TIKRITI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,TAHIR JALIL HABBUSH AL-DULAIMI,TAHIR JALIL HABBUSH AL-TIKRITI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,YASIR SABAWI IBRAHIM HASAN AL-MOSULI,YASIR SABAWI IBRAHIM HASAN AL-TIKRITI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,SADDAM HUSSEIN AL-DULAIMI,SADDAM HUSSEIN AL-TIKRITI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap (most famous variant)
synth_people,Person,IZZAT IBRAHIM AL-MOSULI,IZZAT IBRAHIM AL-DURI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap (al-Duri/al-Mosuli)
synth_people,Person,JAWHAR MAJID AL-MOSULI,JAWHAR MAJID AL-DURI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,NIDAL AL-DULAIMI,NIDAL AL-RABI'I,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,INTISSAR AL-DURI,INTISSAR AL-UBAYDI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,ADIB SHABAN AL-RAWI,ADIB SHABAN AL-ANI,true,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,GHAZI HAMMUD AL-DURI,GHAZI HAMMUD AL-UBAIDI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,YAHIA ABDALLAH AL-DURI,YAHIA ABDALLAH AL-UBAIDI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,KHAMIS SIRHAN AL-MOSULI,KHAMIS SIRHAN AL-MUHAMMAD,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,SAIF-AL-DIN FULAYYIH HASSAN TAHA AL-MOSULI,SAIF-AL-DIN FULAYYIH HASSAN TAHA AL-RAWI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,UMAR MAHMUD IRHAYYIM AL-DULAIMI,UMAR MAHMUD IRHAYYIM AL-KUBAYSI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,'ABD AL-RAHMAN MUHAMMAD MUSTAFA AL-MOSULI,'ABD AL-RAHMAN MUHAMMAD MUSTAFA AL-QADULI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,'ABD AL-RAHMAN KHALAF 'UBAYD JUDAY' AL-DOSARI,'ABD AL-RAHMAN KHALAF 'UBAYD JUDAY' AL-'ANIZI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap (Saudi tribal)
synth_people,Person,TAHA YASSIN RAMADAN AL-MOSULI,TAHA YASSIN RAMADAN AL-JIZRAWI,false,MEDIUM,LLM-proposed deviation,clan-nisbah swap
synth_people,Person,AHMAD AL-RAYMI,AHMAD AL-HAMZI,false,MEDIUM,LLM-proposed deviation,Yemeni clan-nisbah swap
synth_people,Person,MUHANNAD AL-HIJAZI,MUHANNAD AL-NAJDI,false,MEDIUM,LLM-proposed deviation,Saudi region-nisbah swap
synth_people,Person,MUHAMMAD ABD AL-KARIM AL-HOUTHI,MUHAMMAD ABD AL-KARIM AL-GHAMARI,false,MEDIUM,LLM-proposed deviation,Yemeni clan swap
synth_people,Person,OTHMAN AHMED OTHMAN AL-HARBI,OTHMAN AHMED OTHMAN AL-GHAMDI,false,MEDIUM,LLM-proposed deviation,Saudi tribal swap
synth_people,Person,IBRAHIM HASSAN TALI AL-OTAIBI,IBRAHIM HASSAN TALI AL-ASIRI,false,MEDIUM,LLM-proposed deviation,Saudi tribal swap
synth_people,Person,MAHMOUD MOHAMMAD AHMED AL-DOSARI,MAHMOUD MOHAMMAD AHMED BAHAZIQ,false,MEDIUM,LLM-proposed deviation,Saudi family-name swap
synth_people,Person,AZZAM ABDULLAH ZUREIK AL-MAULID AL-HARBI,AZZAM ABDULLAH ZUREIK AL-MAULID AL-SUBHI,false,MEDIUM,LLM-proposed deviation,Saudi tribal swap
synth_people,Person,MU'TASSIM YAHYA 'ALI AL-HOUTHI,MU'TASSIM YAHYA 'ALI AL-RUMAYSH,false,MEDIUM,LLM-proposed deviation,Yemeni clan swap
synth_people,Person,QASIM MOHAMED MAHDI AL-HOUTHI,QASIM MOHAMED MAHDI AL-RIMI,false,MEDIUM,LLM-proposed deviation,Yemeni clan swap
synth_people,Person,YUSUF AL-SAN'ANI,YUSUF AL-MADANI,false,MEDIUM,LLM-proposed deviation,Yemeni/Hejazi nisbah swap
synth_people,Person,HASAN AL-SALAHAYN SALIH AL-DERNAI,HASAN AL-SALAHAYN SALIH AL-SHA'ARI,false,MEDIUM,LLM-proposed deviation,Libyan tribal swap
synth_people,Person,IBRAHIM ALI ABU BAKR AL-FITURI,IBRAHIM ALI ABU BAKR TANTOUSH,false,MEDIUM,LLM-proposed deviation,Libyan family-name swap
synth_people,Person,ABD AL-RAHMAN SALIM IBRAHIM AL-MISURATI,ABD AL-RAHMAN SALIM IBRAHIM AL-MILAD,false,MEDIUM,LLM-proposed deviation,Libyan tribal swap
synth_people,Person,RAMZI MOHAMED ABDULLAH AL-HADHRAMI,RAMZI MOHAMED ABDULLAH BINALSHIBH,false,MEDIUM,LLM-proposed deviation,Yemeni nisbah/family swap
synth_people,Person,ABDULLAH AHMED AL HAKIM,ABDULLAH YAHYA AL HAKIM,false,MEDIUM,LLM-proposed deviation,patronymic swap (Yahya/Ahmed)
synth_people,Person,NESSIM BEN ALI SAHRAOUI,NESSIM BEN ROMDHANE SAHRAOUI,false,MEDIUM,LLM-proposed deviation,Tunisian patronymic-Ben swap
synth_people,Person,MOHAMED BEN BELGACEM BEN HAMID AL-AOUADI,MOHAMED BEN BELGACEM BEN ABDALLAH AL-AOUADI,false,MEDIUM,LLM-proposed deviation,Tunisian grandfather-name swap
synth_people,Person,HAMADI BEN AHMED BEN ALI BOUYEHIA,HAMADI BEN ABDUL AZIZ BEN ALI BOUYEHIA,false,MEDIUM,LLM-proposed deviation,Tunisian patronymic swap
synth_people,Person,NOUREDDINE BEN MOHAMED BEN BELKASSEM AL-DRISSI,NOUREDDINE BEN ALI BEN BELKASSEM AL-DRISSI,false,MEDIUM,LLM-proposed deviation,Tunisian patronymic swap
synth_people,Person,HABIB BEN MOHAMED AL-LOUBIRI,HABIB BEN AHMED AL-LOUBIRI,false,MEDIUM,LLM-proposed deviation,Tunisian patronymic swap
synth_people,Person,SOFIANE BEN AKHDER,SOFIANE BEN GOUMO,false,MEDIUM,LLM-proposed deviation,Libyan family swap
synth_people,Person,MOHAMED BENGRINE,MOHAMED BELKALEM,false,MEDIUM,LLM-proposed deviation,Algerian surname swap
synth_people,Person,DJAMEL CHEKKALI,DJAMEL AKKACHA,false,MEDIUM,LLM-proposed deviation,Algerian surname swap
synth_people,Person,KAMEL BENMOHAMED,KAMEL DJERMANE,false,MEDIUM,LLM-proposed deviation,Algerian surname swap
synth_people,Person,ABU UBAYDAH YUSUF AL-MAGHREBI,ABU UBAYDAH YUSUF AL-ANABI,false,MEDIUM,LLM-proposed deviation,Algerian/Maghreb nisbah swap
synth_people,Person,YASSIN AOURAGH,YASSIN CHOUKA,false,MEDIUM,LLM-proposed deviation,Moroccan surname swap
synth_people,Person,REDOUANE EL HASSANI,REDOUANE EL HABHAB,false,MEDIUM,LLM-proposed deviation,Moroccan surname swap
synth_people,Person,RADI ABD EL SAMIE ABU EL HASSAN EL AYASHI,RADI ABD EL SAMIE ABOU EL YAZID EL AYASHI,false,MEDIUM,LLM-proposed deviation,Egyptian middle-name swap (Yazid/Hassan)
synth_people,Person,TARIQ ANWAR EL SAYED MOHAMED,TARIQ ANWAR EL SAYED AHMED,false,MEDIUM,LLM-proposed deviation,Egyptian patronymic swap
synth_people,Person,MOSTAFA HASSAN MOSTAFA IBRAHIM,MOSTAFA KAMEL MOSTAFA IBRAHIM,false,MEDIUM,LLM-proposed deviation,Egyptian middle-name swap
synth_people,Person,HANI AL-SAYYID AL-MASRI YUSIF,HANI AL-SAYYID AL-SEBAI YUSIF,false,MEDIUM,LLM-proposed deviation,Egyptian nisbah swap
synth_people,Person,ABD EL KADER MAHMOUD AHMED EL SAYED,ABD EL KADER MAHMOUD MOHAMED EL SAYED,false,MEDIUM,LLM-proposed deviation,Egyptian patronymic swap
synth_people,Person,AKHTAR MOHAMMAD MANSOUR ABDUL MOHAMMED,AKHTAR MOHAMMAD MANSOUR SHAH MOHAMMED,false,MEDIUM,LLM-proposed deviation,Pashtun grandfather-name swap
synth_people,Person,ABDUL GHANI BARADAR ABDUL HASIB TURK,ABDUL GHANI BARADAR ABDUL AHMAD TURK,false,MEDIUM,LLM-proposed deviation,Pashtun grandfather-name swap
synth_people,Person,MOHAMMED QASIM MIR ABDUL KHUDAI RAHIM,MOHAMMED QASIM MIR WALI KHUDAI RAHIM,false,MEDIUM,LLM-proposed deviation,Pashtun grandfather-name swap
synth_people,Person,ABDUL QADEER BASIR ABDUL HAKIM,ABDUL QADEER BASIR ABDUL BASEER,false,MEDIUM,LLM-proposed deviation,Pashtun grandfather-name swap
synth_people,Person,NIK MOHAMMAD ABDUL MOHAMMAD,NIK MOHAMMAD DOST MOHAMMAD,false,MEDIUM,LLM-proposed deviation,Pashtun father-name swap
synth_people,Person,ABDUL JALIL HAQQANI MIR MOHAMMAD,ABDUL JALIL HAQQANI WALI MOHAMMAD,false,MEDIUM,LLM-proposed deviation,Pashtun father-name swap
synth_people,Person,SHER MOHAMMAD ABBAS STANEKZAI ABDUL KHAN,SHER MOHAMMAD ABBAS STANEKZAI PADSHAH KHAN,false,MEDIUM,LLM-proposed deviation,Pashtun grandfather swap
synth_people,Person,NOORUDDIN TURABI MUHAMMAD ABDUL,NOORUDDIN TURABI MUHAMMAD QASIM,false,MEDIUM,LLM-proposed deviation,Pashtun grandfather swap
synth_people,Person,ABDUL BAQI BASIR ABDUL ARIF,ABDUL BAQI BASIR AWAL SHAH,false,MEDIUM,LLM-proposed deviation,Pashtun father-name swap
synth_people,Person,ABDUL GHAFAR QURISHI ABDUL HAMID,ABDUL GHAFAR QURISHI ABDUL GHANI,false,MEDIUM,LLM-proposed deviation,Pashtun grandfather swap
synth_people,Person,SAYED MOHAMMAD ABDUL AGHA,SAYED MOHAMMAD AZIM AGHA,false,MEDIUM,LLM-proposed deviation,Pashtun middle-name swap
synth_people,Person,NAZIRULLAH HANAFI HAMIDULLAH,NAZIRULLAH HANAFI WALIULLAH,false,MEDIUM,LLM-proposed deviation,Pashtun grandfather swap
synth_people,Person,ATIQULLAH ABDUL MOHAMMAD,ATIQULLAH WALI MOHAMMAD,false,MEDIUM,LLM-proposed deviation,Pashtun father-name swap
synth_people,Person,AREFULLAH AREF ABDULRAHMAN MOHAMMAD,AREFULLAH AREF GHAZI MOHAMMAD,false,MEDIUM,LLM-proposed deviation,Pashtun grandfather swap
synth_people,Person,ABDUL KABIR ABDUL JAN,ABDUL KABIR MOHAMMAD JAN,false,MEDIUM,LLM-proposed deviation,Pashtun father-name swap
synth_people,Person,SALEH MOHAMMAD ZADRAN AKHTAR MUHAMMAD,SALEH MOHAMMAD KAKAR AKHTAR MUHAMMAD,false,MEDIUM,LLM-proposed deviation,Pashtun tribal-clan swap (Zadran/Kakar)
synth_people,Person,FAIZULLAH KHAN ZADRAN na,FAIZULLAH KHAN NOORZAI na,false,MEDIUM,LLM-proposed deviation,Pashtun tribal swap
synth_people,Person,ABDUL BASIR HAQQANI,ABDUL BASIR NOORZAI,false,MEDIUM,LLM-proposed deviation,Pashtun tribal swap
synth_people,Person,MALIK NASIRZAI,MALIK NOORZAI,false,MEDIUM,LLM-proposed deviation,Pashtun tribal-clan swap
synth_people,Person,ZIA-UR-RAHMAN GHILZAI,ZIA-UR-RAHMAN MADANI,false,MEDIUM,LLM-proposed deviation,Pashtun nisbah swap
synth_people,Person,HABIBULLAH SAFI,HABIBULLAH RESHAD,false,MEDIUM,LLM-proposed deviation,Pashtun surname swap
synth_people,Person,MOHAMMAD AZAM ROHANI,MOHAMMAD AZAM ELMI,false,MEDIUM,LLM-proposed deviation,Pashtun surname swap
synth_people,Person,ALLAH DAD ABDUL,ALLAH DAD MATIN,false,MEDIUM,LLM-proposed deviation,Pashtun surname swap
synth_people,Person,ABDUL LATIF NOORI,ABDUL LATIF MANSUR,false,MEDIUM,LLM-proposed deviation,Pashtun surname swap
synth_people,Person,KO TAE BIN,KO TAE HUN,true,MEDIUM,LLM-proposed deviation,Korean given-name 2nd-syllable swap
synth_people,Person,KIM KYONG MIN,KIM KYONG IL,true,MEDIUM,LLM-proposed deviation,Korean given-name 2nd-syllable swap
synth_people,Person,KU JA YOUNG,KU JA HYONG,true,MEDIUM,LLM-proposed deviation,Korean given-name swap
synth_people,Person,JANG YONG MIN,JANG YONG SON,true,MEDIUM,LLM-proposed deviation,Korean given-name swap
synth_people,Person,KIM SOK JIN,KIM SOK CHOL,false,MEDIUM,LLM-proposed deviation,Korean given-name swap
synth_people,Person,RI HONG-CHUL,RI HONG-SOP,false,MEDIUM,LLM-proposed deviation,Korean given-name swap
synth_people,Person,CHU MYO'NG,CHU HYO'K,false,MEDIUM,LLM-proposed deviation,Korean given-name swap
synth_people,Person,MUN CHO'NG-MIN,MUN CHO'NG-CH'O'L,false,MEDIUM,LLM-proposed deviation,Korean given-name swap
synth_people,Person,JANG YONG SON,JANG BOM SU,false,MEDIUM,LLM-proposed deviation,Korean given-name complete swap (UN-list collision)
synth_people,Person,YO'N MUN-NAM,YO'N CHO'NG NAM,false,MEDIUM,LLM-proposed deviation,Korean given-name swap
synth_people,Person,PAEK JIN-HO,PAEK CHANG-HO,false,MEDIUM,LLM-proposed deviation,Korean given-name swap
synth_people,Person,RA SONG-SU,RA KY'ONG-SU,false,MEDIUM,LLM-proposed deviation,Korean given-name swap
synth_people,Person,RI MYONG-CHUL,RI PYONG CHUL,true,MEDIUM,LLM-proposed deviation,Korean given-name swap
synth_people,Person,SON YONG HYOK,SON JONG HYOK,true,MEDIUM,LLM-proposed deviation,Korean given-name swap
synth_people,Person,KIM JONG MAN,KIM JONG SIK,false,MEDIUM,LLM-proposed deviation,Korean given-name swap
synth_people,Person,CHO HYO'K SAN,CHO CHUN RYONG,false,MEDIUM,LLM-proposed deviation,Korean given-name swap
